image,axis_0,axis_1,axis_2,axis_3,axis_4,axis_5,button_0,button_1,button_2,button_3,button_4,button_5,button_6,button_7,button_8,button_9,button_10,button_11,button_12,button_13,button_14,button_15,hat_0_x,hat_0_y
frame_31.jpg,-0.392,-0.218,-0.208,0.358,0.420,-0.514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1
frame_32.jpg,-0.028,-0.047,-0.021,0.032,-1.000,1.000,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
frame_33.jpg,-0.024,-0.035,-0.018,0.028,-0.129,-0.498,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-1
frame_34.jpg,-0.024,-0.035,-0.018,0.028,-0.859,-0.788,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
frame_35.jpg,-0.024,-0.035,-0.018,0.028,1.000,0.012,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
frame_36.jpg,-0.240,-0.256,-0.129,1.000,-1.000,-0.639,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
frame_37.jpg,-0.805,-0.720,-0.020,0.036,1.000,-0.796,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
frame_38.jpg,-0.052,-0.005,-0.009,0.028,-1.000,0.365,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
frame_39.jpg,0.001,-0.002,-0.009,0.026,1.000,0.098,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
frame_40.jpg,-0.263,-0.087,-0.019,0.085,-1.000,-0.051,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
frame_41.jpg,-0.059,-0.089,-0.011,0.027,0.961,1.000,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
frame_42.jpg,-0.029,-0.037,-0.009,0.027,-1.000,1.000,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
frame_43.jpg,-0.028,-0.036,-0.009,0.027,0.388,-1.000,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
frame_44.jpg,-0.831,-0.511,-0.493,0.879,-0.984,-0.827,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
frame_45.jpg,-0.089,-0.104,-0.710,0.887,0.216,-0.506,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
frame_46.jpg,-0.030,-0.037,-0.050,0.133,-1.000,-1.000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
frame_47.jpg,-0.027,-0.036,0.741,-0.790,-1.000,-0.851,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
frame_48.jpg,-0.027,-0.036,0.745,-0.771,0.639,-0.459,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,-1,0
frame_49.jpg,-0.415,-0.428,0.745,-0.770,0.020,0.482,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
frame_50.jpg,-0.782,-0.751,0.006,0.012,1.000,0.945,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
frame_51.jpg,-0.110,-0.145,0.011,0.004,-1.000,0.216,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
frame_52.jpg,-0.024,-0.038,0.011,0.004,1.000,-1.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
frame_53.jpg,-0.021,-0.035,0.011,0.012,-1.000,-0.976,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
frame_54.jpg,-0.021,-0.035,0.011,0.013,-1.000,1.000,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
frame_55.jpg,-0.416,-0.358,0.011,0.013,-1.000,1.000,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
frame_56.jpg,-0.151,-0.083,0.011,0.013,1.000,-0.537,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
frame_57.jpg,-0.031,-0.033,0.011,0.013,-1.000,-0.812,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
frame_58.jpg,-0.028,-0.032,0.011,0.013,1.000,-0.882,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
frame_59.jpg,-1.000,-0.394,0.375,-0.240,0.616,-0.827,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
frame_60.jpg,-1.000,0.051,0.679,-0.831,-1.000,-0.404,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
frame_61.jpg,0.126,1.000,-0.012,-0.005,-1.000,-0.427,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
frame_62.jpg,0.477,0.186,0.022,0.003,-0.663,-0.459,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
frame_63.jpg,-0.840,-0.581,0.022,0.003,-1.000,-0.608,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
frame_64.jpg,-0.955,-0.433,0.022,0.003,-1.000,-1.000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
frame_65.jpg,-0.074,-0.050,-0.544,0.917,-1.000,-1.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
frame_66.jpg,0.019,0.035,-0.219,0.153,-1.000,0.122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
frame_67.jpg,0.019,0.035,-0.011,0.020,1.000,1.000,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0
frame_68.jpg,-0.932,-0.506,-0.011,0.017,1.000,0.843,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
frame_69.jpg,-0.938,-0.525,-0.527,0.920,-1.000,-1.000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
frame_70.jpg,0.025,0.045,0.011,0.004,-1.000,-1.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
frame_71.jpg,0.008,0.013,0.501,-0.864,-1.000,-1.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
frame_72.jpg,0.008,0.012,0.073,-0.064,-1.000,-1.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
frame_73.jpg,0.008,0.012,0.010,-0.002,-1.000,-1.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
frame_74.jpg,0.008,0.012,0.007,-0.001,-1.000,-1.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
frame_75.jpg,0.008,0.012,0.007,-0.001,-1.000,-1.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
frame_76.jpg,0.008,0.012,0.007,-0.001,-1.000,-1.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
frame_77.jpg,0.008,0.012,0.007,-0.001,-1.000,-1.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
frame_78.jpg,0.008,0.012,0.007,-0.001,-1.000,-1.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
frame_79.jpg,0.008,0.012,0.007,0.001,-1.000,-1.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
frame_80.jpg,0.008,0.012,0.007,0.001,-1.000,-1.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
frame_81.jpg,0.008,0.012,0.007,0.001,-1.000,-1.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
